ingredient	kind	rows	records	example_record	has_local_term	section
Thiamine-HCl·H2O (Vitamin B1)	UNRESOLVED_CHEMICAL	5	5	CultureMech:008761	no	ingredients
Neutralized sulfide solution	SOLUTION_NAME	5	5	CultureMech:008767	no	solutions
Trypticase (BBL)	UNRESOLVED_CHEMICAL	5	5	CultureMech:008769	no	ingredients
CaCl2 (anhydrous)	UNRESOLVED_CHEMICAL	5	5	CultureMech:008816	no	ingredients
Potato, peeled and cut	UNRESOLVED_CHEMICAL	5	5	CultureMech:008982	no	ingredients
95% Ethanol	UNRESOLVED_CHEMICAL	5	5	CultureMech:009145	no	ingredients
2 M H2SO4	UNRESOLVED_CHEMICAL	5	5	CultureMech:009176	no	ingredients
Nissui Modified GAM Broth*	UNRESOLVED_CHEMICAL	5	5	CultureMech:009553	no	solutions
Distilled deionized water	UNRESOLVED_CHEMICAL	5	5	CultureMech:009627	no	ingredients
Trace mineral solution (see Medium [M319])	CROSS_REFERENCE	5	5	CultureMech:009734	no	solutions
Trace salts solution (see below)	SOLUTION_NAME	5	5	CultureMech:009815	no	solutions
HCl (25%, v/v)	UNRESOLVED_CHEMICAL	5	5	CultureMech:009908	no	ingredients
Vitamin solution (see Medium [M554])	CROSS_REFERENCE	5	5	CultureMech:009949	no	solutions
NaHCO3 (10%, w/v)	UNRESOLVED_CHEMICAL	5	5	CultureMech:009959	no	ingredients
10% Na2S2O3 solution	SOLUTION_NAME	5	5	CultureMech:010222	no	solutions
Fe-citrate	UNRESOLVED_CHEMICAL	5	5	CultureMech:008317	no	ingredients
P IV Metals solution*	SOLUTION_NAME	5	5	CultureMech:008317	no	solutions
NAD	UNRESOLVED_CHEMICAL	5	5	CultureMech:009431	no	ingredients
2,4-Dihydroxybenzoic acid	UNRESOLVED_CHEMICAL	5	5	CultureMech:001624	no	ingredients
Cl-	UNRESOLVED_CHEMICAL	5	5	CultureMech:007064	no	ingredients
Olive oil	UNRESOLVED_CHEMICAL	5	5	CultureMech:002549	no	ingredients
Horse serum*	UNRESOLVED_CHEMICAL	5	5	CultureMech:008194	no	solutions
Na-Nitrilotriacetat	UNRESOLVED_CHEMICAL	5	5	CultureMech:001133	no	ingredients
sterile dH2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:000003	no	ingredients
Ca(NO3)2•4H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:000171	no	ingredients
F/2 Medium	UNRESOLVED_CHEMICAL	4	4	CultureMech:000177	no	ingredients
KCl stock solution	SOLUTION_NAME	4	4	CultureMech:000189	no	solutions
CaCl2 x 2 H2O stock solution	SOLUTION_NAME	4	4	CultureMech:000189	no	solutions
Saturated CaSO4 solution	SOLUTION_NAME	4	4	CultureMech:000193	no	solutions
NaCl stock solution	SOLUTION_NAME	4	4	CultureMech:000194	no	solutions
(NH4)2HPO4 stock solution	SOLUTION_NAME	4	4	CultureMech:000195	no	solutions
Bacto agar	UNRESOLVED_CHEMICAL	4	4	CultureMech:000069	no	ingredients
Bring	UNRESOLVED_CHEMICAL	4	4	CultureMech:000097	no	ingredients
Complan	UNRESOLVED_CHEMICAL	4	4	CultureMech:000111	no	ingredients
Prepared dried soil	UNRESOLVED_CHEMICAL	4	4	CultureMech:000128	no	ingredients
0.1 M Dithiothreitol solution	SOLUTION_NAME	4	4	CultureMech:015860	no	ingredients
Cystein-HCl x 2 H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:005107	no	ingredients
Na-meta silicate	UNRESOLVED_CHEMICAL	4	4	CultureMech:006129	no	ingredients
Potassium phosphate buffer (see Medium [M578])	CROSS_REFERENCE	4	4	CultureMech:007514	no	solutions
Trace mineral solution (see Medium [M1153])	CROSS_REFERENCE	4	4	CultureMech:007709	no	solutions
Nitrilotriacetic acid trisodium salt monohydrate	UNRESOLVED_CHEMICAL	4	4	CultureMech:007710	no	ingredients
8% Na2CO3 solution	SOLUTION_NAME	4	4	CultureMech:007743	no	solutions
10% Tryptone solution	SOLUTION_NAME	4	4	CultureMech:007901	no	solutions
Na2WO4·H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:008134	no	ingredients
25% HCl (7.7 M)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008147	no	ingredients
Salt base solution (see Medium [M142])	CROSS_REFERENCE	4	4	CultureMech:008551	no	solutions
5% Na2S·9H2O solution (pH 7.0)	SOLUTION_NAME	4	3	CultureMech:008551	no	solutions
Trace minerals solution (see below)	SOLUTION_NAME	4	4	CultureMech:008809	no	solutions
Rumen fluid, clarified (see below)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009157	no	ingredients
Sulfur (powdered)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009181	no	ingredients
KI solution (0.01% w/v)	SOLUTION_NAME	4	4	CultureMech:009181	no	solutions
Solution D:	SOLUTION_NAME	4	4	CultureMech:009238	no	solutions
1% CaCl2・2H2O solution	SOLUTION_NAME	4	4	CultureMech:009347	no	solutions
Trace metal solution (see Medium [M292])	CROSS_REFERENCE	4	4	CultureMech:009470	no	solutions
Agar, Noble (BD-Difco)	UNRESOLVED_CHEMICAL	4	4	CultureMech:010230	no	ingredients
Trace metal solution (see Medium [M805])	CROSS_REFERENCE	4	4	CultureMech:010234	no	solutions
1 M MgSO4 solution	SOLUTION_NAME	4	4	CultureMech:010349	no	solutions
Sodium glutamate・H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:010368	no	ingredients
Trace element solution (see Medium [M940])	CROSS_REFERENCE	4	4	CultureMech:009692	no	solutions
Gellan gum (if needed)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008724	no	ingredients
1.0 M Sodium formate solution	SOLUTION_NAME	4	4	CultureMech:015841	no	ingredients
1.0 M Sodium pyruvate solution	SOLUTION_NAME	4	4	CultureMech:015848	no	ingredients
0.5 M Potassium phosphate buffer (pH 7.0)	SOLUTION_NAME	4	4	CultureMech:015865	no	ingredients
Horikoshi-I medium	UNRESOLVED_CHEMICAL	4	4	CultureMech:002705	no	ingredients
Bicarbonate	UNRESOLVED_CHEMICAL	4	4	CultureMech:004776	no	ingredients
Fresh egg mixture	SOLUTION_NAME	4	4	CultureMech:005071	no	ingredients
Na3-citrate x 3 H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:006241	no	ingredients
3,4,5-Trimethoxycinnamic acid	UNRESOLVED_CHEMICAL	4	4	CultureMech:006348	no	ingredients
Cheese whey	UNRESOLVED_CHEMICAL	4	4	CultureMech:006432	no	ingredients
NaSiO3 x 9 H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:006512	yes	ingredients
1-Butanol	UNRESOLVED_CHEMICAL	4	4	CultureMech:007336	no	ingredients
Vitamin solution*	SOLUTION_NAME	4	4	CultureMech:007450	no	ingredients
Trace elements solution*	SOLUTION_NAME	4	4	CultureMech:007452	no	ingredients
Sulfide solution (1.0 M)*******	SOLUTION_NAME	4	4	CultureMech:007472	no	ingredients
Agar (if needed)*	UNRESOLVED_CHEMICAL	4	4	CultureMech:007481	no	ingredients
K2HPO4 (anhydrous base)	UNRESOLVED_CHEMICAL	4	4	CultureMech:007483	no	ingredients
Tris (hydroxymethyl) aminomethane	UNRESOLVED_CHEMICAL	4	4	CultureMech:007488	no	ingredients
10% (w/v) Glucose solution	SOLUTION_NAME	4	4	CultureMech:007539	no	solutions
0.05% Resazurin solution	SOLUTION_NAME	4	4	CultureMech:007572	no	solutions
Menadione solution (see Medium [M470])	CROSS_REFERENCE	4	4	CultureMech:007572	no	solutions
10% KNO3 solution	SOLUTION_NAME	4	4	CultureMech:007575	no	solutions
1% Resazurin solution	SOLUTION_NAME	4	4	CultureMech:007583	no	solutions
Salt solution (see Medium [M695])	CROSS_REFERENCE	4	4	CultureMech:007603	no	solutions
1 M KNO3 solution	SOLUTION_NAME	4	4	CultureMech:007612	no	solutions
Iron(III) citrate solution (see Medium [M1072])	CROSS_REFERENCE	4	4	CultureMech:007641	no	solutions
2.5% Glucose solution	SOLUTION_NAME	4	4	CultureMech:007648	no	solutions
Trace vitamins solution (see Medium [M701])	CROSS_REFERENCE	4	4	CultureMech:007661	no	solutions
glycerin solution	SOLUTION_NAME	4	4	CultureMech:007689	no	solutions
1 M Sodium pyruvate solution	SOLUTION_NAME	4	4	CultureMech:007695	no	solutions
Natural seawater (filtrated)	UNRESOLVED_CHEMICAL	4	4	CultureMech:007701	no	ingredients
sodium lactate solution	SOLUTION_NAME	4	4	CultureMech:007731	no	solutions
sodium pyruvate solution	SOLUTION_NAME	4	4	CultureMech:007828	no	solutions
Gelrite (if needed)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008451	no	ingredients
Columbia blood agar base (Oxoid CM331)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008712	no	ingredients
MgCl2 (anhydrous)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008832	no	ingredients
DNA (fish sperm; SERVA)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009030	no	ingredients
Yeastolate (BD; 2%, autoclaved)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009030	no	ingredients
Swine serum (heat-inactivated)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009030	no	ingredients
CMRL-1066 medium (10x concentrated; GIBCO)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009030	no	ingredients
EDTA (disodium magnesium salt)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009072	no	ingredients
Lab--Lemco powder (Oxoid)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009099	no	ingredients
Sheep Blood (defibrinated)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009142	no	ingredients
1N NaOH	UNRESOLVED_CHEMICAL	4	4	CultureMech:009145	no	ingredients
0.025% Resazurin	UNRESOLVED_CHEMICAL	4	4	CultureMech:009145	no	ingredients
Castenholz basal salt solution (see Medium [M266])	CROSS_REFERENCE	4	4	CultureMech:009252	no	solutions
AlK(SO4)2 (anhydrous)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009627	no	ingredients
Na2SeO3 (anhydrous)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009627	no	ingredients
Modified MJ synthetic seawater (see Medium [M493])	CROSS_REFERENCE	4	4	CultureMech:009882	no	solutions
Vitamin B12 (2 mg/ml)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009913	no	ingredients
agar (BD-Difco)	UNRESOLVED_CHEMICAL	4	4	CultureMech:009949	no	ingredients
Clarified rumen fluid	UNRESOLVED_CHEMICAL	4	4	CultureMech:009962	no	ingredients
Trace mineral solution (see Medium [M190])	CROSS_REFERENCE	4	4	CultureMech:010042	no	solutions
CaCl2 solution	SOLUTION_NAME	4	4	CultureMech:010421	no	solutions
Na2CO3*	UNRESOLVED_CHEMICAL	4	4	CultureMech:008403	no	solutions
Tryptose-phosphate	UNRESOLVED_CHEMICAL	4	4	CultureMech:001155	no	ingredients
Nutrient Broth (OXOID)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008539	no	ingredients
ZnCl2 x 6 H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:000328	no	ingredients
Lab Lemco powder	UNRESOLVED_CHEMICAL	4	4	CultureMech:000331	no	ingredients
Cornmeal extract	UNRESOLVED_CHEMICAL	4	4	CultureMech:008443	no	ingredients
Seawater (2% salinity)	UNRESOLVED_CHEMICAL	4	4	CultureMech:007963	no	ingredients
CrK(SO4)2 x 12 H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:002214	no	ingredients
D-Gluconic acid	UNRESOLVED_CHEMICAL	4	4	CultureMech:007093	no	ingredients
(S)-Malate	UNRESOLVED_CHEMICAL	4	4	CultureMech:007119	no	ingredients
Propenoate	UNRESOLVED_CHEMICAL	4	4	CultureMech:007151	no	ingredients
Inorganic salts-starch agar	UNRESOLVED_CHEMICAL	4	4	CultureMech:002712	yes	ingredients
Glucose*	UNRESOLVED_CHEMICAL	4	4	CultureMech:008429	no	solutions
Sulfur (powder)*	UNRESOLVED_CHEMICAL	4	4	CultureMech:008228	no	solutions
Charcoal-filtered, natural seawater	UNRESOLVED_CHEMICAL	4	4	CultureMech:003513	no	ingredients
Thiosulfate solution*******	SOLUTION_NAME	4	4	CultureMech:008559	no	solutions
5-Hydroxyectoine	UNRESOLVED_CHEMICAL	4	4	CultureMech:007018	no	ingredients
Sorbitan mono-oleate	UNRESOLVED_CHEMICAL	4	4	CultureMech:008329	no	ingredients
R agar	UNRESOLVED_CHEMICAL	4	4	CultureMech:003224	yes	ingredients
Na2MoO3·2H2O	UNRESOLVED_CHEMICAL	4	4	CultureMech:008060	no	ingredients
Rifampicin solution (500 μg/ml)*	SOLUTION_NAME	4	4	CultureMech:008270	no	solutions
Pyridoxine-HCl (VitaminB6)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008709	no	ingredients
Riboflavin (Vitamine B2)	UNRESOLVED_CHEMICAL	4	4	CultureMech:008709	no	ingredients
Dv_base_medium	UNRESOLVED_CHEMICAL	4	4	CultureMech:015517	no	ingredients
Aseptically add the foetal calf serum to a final concentration of	UNRESOLVED_CHEMICAL	3	3	CultureMech:000085	no	ingredients
Agar (Molecular Genetics)	UNRESOLVED_CHEMICAL	3	3	CultureMech:000106	no	ingredients
NH4MgPO4	UNRESOLVED_CHEMICAL	3	3	CultureMech:000228	no	ingredients
Sodium Thiosulfate Pentahydrate (agar media only,sterile)	UNRESOLVED_CHEMICAL	3	3	CultureMech:000022	no	ingredients
SE2 (Soil Extract 2)	UNRESOLVED_CHEMICAL	3	3	CultureMech:000041	no	solutions
Na-acetate stock solution	SOLUTION_NAME	3	3	CultureMech:000193	no	solutions
MgSO .7H 0	UNRESOLVED_CHEMICAL	3	3	CultureMech:000066	no	ingredients
SES (Soil Extract with Added Salts)	UNRESOLVED_CHEMICAL	3	3	CultureMech:000111	no	solutions
NaHCO3 stock solution	SOLUTION_NAME	3	3	CultureMech:000217	no	solutions
Trace element solution (see Medium No. 899 )	CROSS_REFERENCE	3	3	CultureMech:015858	no	ingredients
Vitamin solution (see Medium No. 898 )	CROSS_REFERENCE	3	3	CultureMech:015860	no	ingredients
Ni-Se-W solution (see below)	SOLUTION_NAME	3	3	CultureMech:015871	no	ingredients
50% (v/v) Methanol solution	SOLUTION_NAME	3	3	CultureMech:007633	no	solutions
2 M Sodium pyruvate solution*	SOLUTION_NAME	3	3	CultureMech:007671	no	solutions
Vitamin solution (see Medium [M991])	CROSS_REFERENCE	3	2	CultureMech:007710	no	solutions
Trace element solution* (see below)	SOLUTION_NAME	3	3	CultureMech:007759	no	solutions
1 M NH4Cl	UNRESOLVED_CHEMICAL	3	3	CultureMech:007797	no	ingredients
Salt base solution (see below)	SOLUTION_NAME	3	3	CultureMech:007968	no	solutions
CoSO4·7H20	UNRESOLVED_CHEMICAL	3	3	CultureMech:008148	no	ingredients
Mineral solution I (see below)	SOLUTION_NAME	3	3	CultureMech:009019	no	solutions
Mineral solution II (see below)	SOLUTION_NAME	3	3	CultureMech:009019	no	solutions
clarified rumen fluid	UNRESOLVED_CHEMICAL	3	3	CultureMech:009157	no	ingredients
2 N H2SO4	UNRESOLVED_CHEMICAL	3	3	CultureMech:009181	no	ingredients
KCl solution (0.1% w/v)	SOLUTION_NAME	3	3	CultureMech:009209	no	solutions
SrCl2 x 6 H2O solution (0.1% w/v)	SOLUTION_NAME	3	3	CultureMech:009222	no	solutions
Sulfur, powder	UNRESOLVED_CHEMICAL	3	3	CultureMech:009230	no	ingredients
FeCl3 solution (see below)	SOLUTION_NAME	3	3	CultureMech:009897	no	solutions
VULCANISAETA MEDIUM (see Medium [M291])	CROSS_REFERENCE	3	3	CultureMech:009979	no	solutions
Trace vitamins solution (see below)	SOLUTION_NAME	3	3	CultureMech:010109	no	solutions
K2HSO4	UNRESOLVED_CHEMICAL	3	3	CultureMech:010231	no	ingredients
Major metals (see Medium [M969])	CROSS_REFERENCE	3	3	CultureMech:010396	no	solutions
Trace metal 1 solution (see Medium [M969])	CROSS_REFERENCE	3	3	CultureMech:010396	no	solutions
Casamino acids (Difco)	UNRESOLVED_CHEMICAL	3	3	CultureMech:008541	no	ingredients
Rumen fluid, clarified	UNRESOLVED_CHEMICAL	3	3	CultureMech:009213	no	ingredients
Fe2(SO4)3	UNRESOLVED_CHEMICAL	3	3	CultureMech:002433	no	ingredients
Aged seawater	UNRESOLVED_CHEMICAL	3	3	CultureMech:008637	no	ingredients
Whole egg	UNRESOLVED_CHEMICAL	3	3	CultureMech:003238	no	ingredients
Trace metal mix	UNRESOLVED_CHEMICAL	3	3	CultureMech:001128	no	solutions
Hemin solution (see below)	SOLUTION_NAME	3	3	CultureMech:015879	no	ingredients
Modified Wolfe’s mineral solution (see Medium No. 915 )	CROSS_REFERENCE	3	3	CultureMech:015865	no	ingredients
Vitamin solution* (see Medium No. 915 )	CROSS_REFERENCE	3	3	CultureMech:015865	no	ingredients
Na-caseinate	UNRESOLVED_CHEMICAL	3	3	CultureMech:003542	no	ingredients
Fe(NH4)2(SO4)2 x 12 H2O	UNRESOLVED_CHEMICAL	3	3	CultureMech:003878	no	ingredients
Difco marine broth	UNRESOLVED_CHEMICAL	3	3	CultureMech:003929	no	ingredients
Fastidious Anaerobe Agar	UNRESOLVED_CHEMICAL	3	3	CultureMech:003951	yes	ingredients
Na2-ß-glycerophosphate x 5 H2O	UNRESOLVED_CHEMICAL	3	3	CultureMech:003985	no	ingredients
Fe(III) citrate solution (0.1% in water)	SOLUTION_NAME	3	3	CultureMech:004707	no	solutions
Vitamin B12 solution (10 mg in 100 ml water)	SOLUTION_NAME	3	3	CultureMech:004707	no	solutions
Trace element solution SL-6	SOLUTION_NAME	3	3	CultureMech:004707	no	solutions
Resazurin solution (0.1%)	SOLUTION_NAME	3	3	CultureMech:004707	no	solutions
Blood agar No 2	UNRESOLVED_CHEMICAL	3	3	CultureMech:005245	no	ingredients
Czapek Dox agar	UNRESOLVED_CHEMICAL	3	3	CultureMech:005999	yes	ingredients
OXOID Legionella CYE-Agar base	UNRESOLVED_CHEMICAL	3	3	CultureMech:006055	no	ingredients
Cresol	UNRESOLVED_CHEMICAL	3	3	CultureMech:006387	no	ingredients
Mycobactine J	UNRESOLVED_CHEMICAL	3	3	CultureMech:006479	no	ingredients
Solution B: potassium phosphate buffer	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Potassium phosphate buffer (pH 7.5)	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions.composition
Solution C1: Wolin's vitamin solution (10x)	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution C2: seven vitamins solution	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution D: Na2CO3 solution	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution E: Na-pyruvate solution	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution F: Na2-fumarate solution	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution G: FeSO4 in 0.1 N H2SO4	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Solution H: L-Cysteine HCl solution	SOLUTION_NAME	3	3	CultureMech:006625	no	solutions
Vitamin solution CA	SOLUTION_NAME	3	3	CultureMech:006721	no	solutions
Na2O4W x 2 H2O	UNRESOLVED_CHEMICAL	3	3	CultureMech:006980	no	ingredients
Trace element solution**	SOLUTION_NAME	3	3	CultureMech:007450	no	ingredients
Fe(III) ammonium citrate	UNRESOLVED_CHEMICAL	3	3	CultureMech:007452	no	ingredients
Bis Tris Propane	UNRESOLVED_CHEMICAL	3	3	CultureMech:007452	no	ingredients
20% NaCl solution	SOLUTION_NAME	3	3	CultureMech:007454	no	ingredients
Ebios (tablets)*	UNRESOLVED_CHEMICAL	3	3	CultureMech:007458	no	ingredients
Bacto-Yeast Nitrogen Base w/o Amino acids (Difco)	UNRESOLVED_CHEMICAL	3	3	CultureMech:007460	no	ingredients
Trace elements solution**	SOLUTION_NAME	3	3	CultureMech:007461	no	ingredients
Na-glycerophosphate	UNRESOLVED_CHEMICAL	3	3	CultureMech:007462	no	ingredients
MgO	UNRESOLVED_CHEMICAL	3	3	CultureMech:007463	no	ingredients
Trace element solution*	SOLUTION_NAME	3	3	CultureMech:007465	no	ingredients
Sulfide solution****	SOLUTION_NAME	3	3	CultureMech:007467	no	ingredients
Vitamin solution***	SOLUTION_NAME	3	3	CultureMech:007474	no	ingredients
Solution A	SOLUTION_NAME	3	3	CultureMech:007487	no	solutions
Solution B	SOLUTION_NAME	3	3	CultureMech:007487	no	solutions
Diammonium hydrogencitrate	UNRESOLVED_CHEMICAL	3	3	CultureMech:007490	no	ingredients
Trace vitamins	UNRESOLVED_CHEMICAL	3	3	CultureMech:007497	no	solutions
Casamino Acids (Difco)	UNRESOLVED_CHEMICAL	3	3	CultureMech:007504	no	ingredients
15% Na2CO3 solution	SOLUTION_NAME	3	3	CultureMech:007510	no	ingredients
1 M Sodium lactate solution	SOLUTION_NAME	3	3	CultureMech:007513	no	solutions
H2SO4 (concentrated)	UNRESOLVED_CHEMICAL	3	3	CultureMech:007535	no	ingredients
Selenite--tungstate solution (see Medium [M558])	CROSS_REFERENCE	3	3	CultureMech:007557	no	solutions
0.1 M Tris--HCl buffer (pH 7.5)	SOLUTION_NAME	3	3	CultureMech:007565	no	ingredients
Modified Hutner's basal salts (see Medium [M941])	CROSS_REFERENCE	3	3	CultureMech:007565	no	solutions
Cellobiose or Cellulose MN 300	UNRESOLVED_CHEMICAL	3	3	CultureMech:007566	no	ingredients
Salt solution (see below)	SOLUTION_NAME	3	3	CultureMech:007572	no	solutions
Ni-Se-W solution (see Medium [M236])	CROSS_REFERENCE	3	3	CultureMech:007588	no	solutions
Fe(2+) solution (see below)	SOLUTION_NAME	3	3	CultureMech:007595	no	solutions
Horikoshi-I medium (see Medium [M174])	CROSS_REFERENCE	3	3	CultureMech:007609	no	solutions
Starch, soluble	UNRESOLVED_CHEMICAL	3	3	CultureMech:007610	no	ingredients
Ammonium Fe(III) citrate	UNRESOLVED_CHEMICAL	3	3	CultureMech:007626	no	ingredients
Vitamin solution (see Medium [M299])	CROSS_REFERENCE	3	3	CultureMech:007648	no	solutions
Bottom layer	UNRESOLVED_CHEMICAL	3	3	CultureMech:007658	no	ingredients
Top layer	UNRESOLVED_CHEMICAL	3	3	CultureMech:007658	no	ingredients
Artificial saltwater (see Medium [M642])	CROSS_REFERENCE	3	3	CultureMech:007659	no	solutions
10% Na2S2O3・5H2O solution	SOLUTION_NAME	3	3	CultureMech:007687	no	solutions
β-NAD	UNRESOLVED_CHEMICAL	3	3	CultureMech:007698	no	ingredients
Fe(III)・EDTA	UNRESOLVED_CHEMICAL	3	3	CultureMech:007722	no	ingredients
(NH4)Mo7O24・4H2O	UNRESOLVED_CHEMICAL	3	3	CultureMech:007722	no	ingredients
Fe--Ni--WO--Se solution (see Medium [M1199])	CROSS_REFERENCE	3	3	CultureMech:007768	no	solutions
0.2% Hemin solution	SOLUTION_NAME	3	3	CultureMech:007780	no	solutions
VFA solution (see below)	SOLUTION_NAME	3	3	CultureMech:007780	no	solutions
2 M HEPES buffer (pH 7.0)	SOLUTION_NAME	3	3	CultureMech:007819	no	ingredients
Tomato juice, filtered	UNRESOLVED_CHEMICAL	3	3	CultureMech:007886	no	ingredients
0.1 N NaOH	UNRESOLVED_CHEMICAL	3	3	CultureMech:007897	no	ingredients
10% Peptone solution	SOLUTION_NAME	3	3	CultureMech:007900	no	solutions
1.0% Yeast extract solution	SOLUTION_NAME	3	3	CultureMech:007919	no	solutions
SL--7 trace element solution (see Medium [M538])	CROSS_REFERENCE	3	3	CultureMech:007930	no	solutions
Corn meal agar (BD-Difco)	UNRESOLVED_CHEMICAL	3	3	CultureMech:007957	no	ingredients
3Na-EDTA	UNRESOLVED_CHEMICAL	3	3	CultureMech:008128	no	ingredients
Casamino acids, vitamin assay (Difco)	UNRESOLVED_CHEMICAL	3	3	CultureMech:008143	no	ingredients
(NH4)6MoO7O24·4H2O	UNRESOLVED_CHEMICAL	3	3	CultureMech:008452	no	ingredients
Salts solution (see below)	SOLUTION_NAME	3	3	CultureMech:008618	no	solutions
α-Ketoglutarate	UNRESOLVED_CHEMICAL	3	3	CultureMech:008727	no	ingredients
0.2 N NaOH	UNRESOLVED_CHEMICAL	3	3	CultureMech:008744	no	ingredients
